type,id,attributes.adjustment_interval_count,attributes.adjustment_is_excluded_from_discounts,attributes.adjustment_renewal_rate,attributes.adjustment_renewal_rate_incl_tax,attributes.billing_cycles.0.id,attributes.billing_cycles.0.end_datetime,attributes.billing_cycles.0.start_datetime,attributes.billing_type,attributes.calculated_end_datetime,attributes.calculated_start_datetime,attributes.cancellation_datetime,attributes.cancellation_reason,attributes.commitment_length,attributes.end_date,attributes.freeze_datetime,attributes.freeze_reactivation_datetime,attributes.guest_usage_interval_limit,attributes.is_intro_offer,attributes.last_interval_remaining_guest_usage_count,attributes.last_interval_remaining_usage_count,attributes.membership_name,attributes.next_charge_date,attributes.next_charge_date_display,attributes.interval_start_date_display,attributes.payment_interval,attributes.payment_interval_end_date,attributes.payment_interval_length,attributes.payment_interval_start_date,attributes.purchase_date,attributes.remaining_renewal_count,attributes.renewal_count,attributes.renewal_currency,attributes.renewal_limit,attributes.renewal_rate,attributes.renewal_rate_incl_tax,attributes.scheduled_end_datetime,attributes.scheduled_start_datetime,attributes.should_display_price_include_tax,attributes.start_date,attributes.status,attributes.usage_interval_limit,relationships.current_membership_transaction.data.type,relationships.current_membership_transaction.data.id,relationships.membership.data.type,relationships.membership.data.id,relationships.membership_freeze.data,relationships.events.data.0.type,relationships.events.data.0.id,relationships.membership_product.data.type,relationships.membership_product.data.id,relationships.purchase_location.data.type,relationships.purchase_location.data.id,relationships.user.data.type,relationships.user.data.id
membership_instances,4878,,,,,83061,,,bill_on_purchase,,,,,,,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,,,WK,,2,,2024-07-28T00:26:55.321082Z,0,1,USD,1,20.00,20.00,,,,,pending_customer_activation,,membership_transactions,83061,memberships,2951,,membership_instance_events,11288,child_product_memberships,15556,locations,48750,users,41316
membership_instances,4877,,,,,83058,,,bill_on_purchase,,,,,,,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,,,WK,,2,,2024-07-28T00:17:50.917531Z,0,1,USD,1,20.00,20.00,,,,,pending_customer_activation,,membership_transactions,83058,memberships,2951,,membership_instance_events,11287,child_product_memberships,15556,locations,48750,users,41314
membership_instances,4876,,,,,83052,,,bill_on_purchase,,,,,,,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,,,WK,,2,,2024-07-27T23:48:34.095780Z,0,1,USD,1,20.00,20.00,,,,,pending_customer_activation,,membership_transactions,83052,memberships,2951,,membership_instance_events,11286,child_product_memberships,15556,locations,48717,users,41318
membership_instances,4875,,,,,83046,"2024-08-27 06:59:59+00:00","2024-07-27 21:28:07.205551+00:00",bill_on_purchase,,2024-07-27T07:00:00Z,,,0,,,,0,,,6,"Lakewood | Summer Membership Promo | Club Package (8 Visits Per Month)",2024-08-27T06:59:59Z,2024-08-27,2024-07-27,MO,2024-08-27T06:59:59Z,1,2024-07-27T21:28:06.205551Z,2024-07-27T21:28:06.205551Z,,1,USD,,159.00,159.00,,,,2024-07-27T07:00:00Z,active,8,membership_transactions,83046,memberships,2985,,membership_instance_events,11285,child_product_memberships,15813,locations,48750,users,39990
membership_instances,4874,1,1,0.00,,83019,"2024-08-09 06:59:59+00:00","2024-08-02 07:00:01+00:00",bill_on_start,,2024-08-02T07:00:00Z,,,0,,,,0,,,2,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)",2024-08-02T07:00:00Z,2024-08-09,2024-08-02,WK,2024-08-09T06:59:59Z,1,2024-08-02T07:00:00Z,2024-07-27T17:16:58.869901Z,,1,USD,,30.00,30.00,,2024-08-02T07:00:00Z,,2024-08-02T07:00:00Z,pending_start_date,2,membership_transactions,83019,memberships,2985,,membership_instance_events,11283,membership_instance_events,11282,child_product_memberships,15719,locations,48750,users,41253
membership_instances,4873,1,1,0.00,,83018,"2024-08-09 06:59:59+00:00","2024-08-02 07:00:01+00:00",bill_on_start,,2024-08-02T07:00:00Z,,,0,,,,0,,,2,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)",2024-08-02T07:00:00Z,2024-08-09,2024-08-02,WK,2024-08-09T06:59:59Z,1,2024-08-02T07:00:00Z,2024-07-27T17:15:41.222842Z,,1,USD,,30.00,30.00,,2024-08-02T07:00:00Z,,2024-08-02T07:00:00Z,pending_start_date,2,membership_transactions,83018,memberships,2985,,membership_instance_events,11281,membership_instance_events,11280,child_product_memberships,15719,locations,48750,users,41260
membership_instances,4872,,,,,82829,"2024-08-03 06:59:59+00:00","2024-07-26 22:07:05.804881+00:00",bill_on_purchase,,2024-07-26T07:00:00Z,,,0,,,,0,,,0,"Lakewood/Orange | Starter Package - 1x a Week - 6 Month Contract (Grand Opening)",2024-08-03T06:59:59Z,2024-08-03,2024-07-26,WK,2024-08-03T06:59:59Z,1,2024-07-26T22:07:04.804881Z,2024-07-26T22:07:04.804881Z,,1,USD,,20.00,20.00,,,,2024-07-26T07:00:00Z,active,1,membership_transactions,82829,memberships,2985,,membership_instance_events,11177,child_product_memberships,15717,locations,48784,users,41269
membership_instances,4871,,,,,82680,"2024-07-26 07:39:31.406306+00:00","2024-07-26 07:28:04.208028+00:00",bill_on_purchase,2024-07-27T06:59:59Z,2024-07-26T07:00:00Z,2024-07-26T07:39:31.406306Z,other,0,2024-07-27T06:59:59Z,,,0,,,,"Torrance | VIP Package - 6 Month Contract (Early Signup Special)",,2024-07-26,2024-07-26,WK,2024-07-26T07:39:31.406306Z,1,2024-07-26T07:28:03.208028Z,2024-07-26T07:28:03.208028Z,0,1,USD,1,50.00,50.00,,,,2024-07-26T07:00:00Z,terminated,,,memberships,2918,,membership_instance_events,11093,membership_instance_events,11092,child_product_memberships,15785,locations,48717,users,34584
membership_instances,4870,1,1,0.00,,82454,"2024-08-06 06:59:59+00:00","2024-07-30 07:00:01+00:00",bill_on_start,,2024-07-30T07:00:00Z,,,0,,,,0,,,3,"Torrance | Gold Package - 6 Month Contract (Early Signup Special)",2024-07-30T07:00:00Z,2024-08-06,2024-07-30,WK,2024-08-06T06:59:59Z,1,2024-07-30T07:00:00Z,2024-07-25T22:12:34.160296Z,,1,USD,,40.00,40.00,,2024-07-30T07:00:00Z,,2024-07-30T07:00:00Z,pending_start_date,3,membership_transactions,82454,memberships,2919,,membership_instance_events,10976,membership_instance_events,10975,child_product_memberships,15783,locations,48717,users,40644
membership_instances,4869,,,,,82451,"2024-08-08 06:59:59+00:00","2024-07-26 00:15:01+00:00",bill_on_purchase,2024-08-08T06:59:59Z,2024-07-25T07:00:00Z,,,,2024-08-08T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-08,2024-07-25,WK,2024-08-08T06:59:59Z,2,2024-07-26T00:15:00Z,2024-07-25T22:10:38.903305Z,0,1,USD,1,20.00,20.00,,,,2024-07-25T07:00:00Z,active,,membership_transactions,82451,memberships,2951,,membership_instance_events,10973,child_product_memberships,15556,locations,48750,users,41302
membership_instances,4868,,,,,82450,"2024-08-25 06:59:59+00:00","2024-07-25 22:02:05.283327+00:00",bill_on_purchase,,2024-07-25T07:00:00Z,,,0,,,,0,,,7,"Torrance | Summer Membership Promo | Club Package (8 Visits Per Month)",2024-08-25T06:59:59Z,2024-08-25,2024-07-25,MO,2024-08-25T06:59:59Z,1,2024-07-25T22:02:04.283327Z,2024-07-25T22:02:04.283327Z,,1,USD,,169.00,169.00,,,,2024-07-25T07:00:00Z,active,8,membership_transactions,82450,memberships,2919,,membership_instance_events,10970,child_product_memberships,15811,locations,48717,users,41066
membership_instances,4867,,,,,82404,"2024-08-28 06:59:59+00:00","2024-07-28 07:00:01+00:00",bill_on_purchase,,2024-07-28T07:00:00Z,,,0,,,,0,,,8,"Lakewood | Summer Membership Promo | Club Package (8 Visits Per Month)",2024-08-28T06:59:59Z,2024-08-28,2024-07-28,MO,2024-08-28T06:59:59Z,1,2024-07-28T07:00:00Z,2024-07-25T18:19:45.279441Z,,1,USD,,159.00,159.00,,2024-07-28T07:00:00Z,,2024-07-28T07:00:00Z,active,8,membership_transactions,82404,memberships,2985,,membership_instance_events,10969,child_product_memberships,15813,locations,48784,users,40963
membership_instances,4866,,,,,82398,"2024-08-02 06:59:59+00:00","2024-07-25 16:53:10.206441+00:00",bill_on_purchase,,2024-07-25T07:00:00Z,,,0,,,,0,,,2,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)",2024-08-02T06:59:59Z,2024-08-02,2024-07-25,WK,2024-08-02T06:59:59Z,1,2024-07-25T16:53:09.206441Z,2024-07-25T16:53:09.206441Z,,1,USD,,30.00,30.00,,,,2024-07-25T07:00:00Z,active,2,membership_transactions,82398,memberships,2985,,membership_instance_events,10968,child_product_memberships,15719,locations,48784,users,41300
membership_instances,4865,,,,,82364,"2024-08-01 06:59:59+00:00","2024-07-25 16:00:01+00:00",bill_on_purchase,2024-08-01T06:59:59Z,2024-07-25T07:00:00Z,,,,2024-08-01T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 1 Week Trial for $10",,2024-08-01,2024-07-25,WK,2024-08-01T06:59:59Z,1,2024-07-25T16:00:00Z,2024-07-25T14:07:42.191594Z,0,1,USD,1,10.00,10.00,,,,2024-07-25T07:00:00Z,active,,membership_transactions,82364,memberships,2951,,membership_instance_events,10965,child_product_memberships,15668,locations,48784,users,41300
membership_instances,4864,,,,,82149,"2024-08-01 06:59:59+00:00","2024-07-24 21:34:50.896261+00:00",bill_on_purchase,,2024-07-24T07:00:00Z,,,0,,,,0,,,1,"Lakewood | Club Package - 2x a Week - 6 Month Contract",2024-08-01T06:59:59Z,2024-08-01,2024-07-24,WK,2024-08-01T06:59:59Z,1,2024-07-24T21:34:49.896261Z,2024-07-24T21:34:49.896261Z,,1,USD,,35.00,35.00,,,,2024-07-24T07:00:00Z,active,2,membership_transactions,82149,memberships,2985,,membership_instance_events,10850,child_product_memberships,15789,locations,48750,users,40470
membership_instances,4863,,,,,82121,"2024-08-24 06:59:59+00:00","2024-07-24 17:53:18.144701+00:00",bill_on_purchase,,2024-07-24T07:00:00Z,,,0,,,,0,,,,"Torrance | Redondo Beach VIP Unlimited",2024-08-24T06:59:59Z,2024-08-24,2024-07-24,MO,2024-08-24T06:59:59Z,1,2024-07-24T17:53:17.144701Z,2024-07-24T17:53:17.144701Z,,1,USD,,160.00,160.00,,,,2024-07-24T07:00:00Z,active,,membership_transactions,82121,memberships,2918,,membership_instance_events,10847,child_product_memberships,15699,locations,48717,users,34633
membership_instances,4862,,,,,81913,"2024-08-06 06:59:59+00:00","2024-07-24 01:15:01+00:00",bill_on_purchase,2024-08-06T06:59:59Z,2024-07-23T07:00:00Z,,,,2024-08-06T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-06,2024-07-23,WK,2024-08-06T06:59:59Z,2,2024-07-24T01:15:00Z,2024-07-24T02:10:33.954390Z,0,1,USD,1,20.00,20.00,,,,2024-07-23T07:00:00Z,active,,membership_transactions,81913,memberships,2951,,membership_instance_events,10736,child_product_memberships,15556,locations,48717,users,41292
membership_instances,4861,,,,,81848,"2024-08-10 06:59:59+00:00","2024-07-27 14:00:01+00:00",bill_on_purchase,2024-08-10T06:59:59Z,2024-07-27T07:00:00Z,,,,2024-08-10T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-10,2024-07-27,WK,2024-08-10T06:59:59Z,2,2024-07-27T14:00:00Z,2024-07-23T22:25:30.709480Z,0,1,USD,1,20.00,20.00,,,,2024-07-27T07:00:00Z,active,,membership_transactions,81848,memberships,2951,,membership_instance_events,10735,child_product_memberships,15556,locations,48717,users,41289
membership_instances,4860,,,,,81766,,,bill_on_purchase,,,,,,,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,,,WK,,2,,2024-07-23T15:44:19.719968Z,0,1,USD,1,20.00,20.00,,,,,pending_customer_activation,,membership_transactions,81766,memberships,2951,,membership_instance_events,10728,child_product_memberships,15556,locations,48750,users,40156
membership_instances,4859,1,1,0.00,,81557,"2024-08-11 06:59:59+00:00","2024-08-04 07:00:01+00:00",bill_on_start,,2024-08-04T07:00:00Z,,,0,,,,0,,,3,"Torrance | Gold Package - 6 Month Contract (Early Signup Special)",2024-08-04T07:00:00Z,2024-08-11,2024-08-04,WK,2024-08-11T06:59:59Z,1,2024-08-04T07:00:00Z,2024-07-23T02:37:18.466914Z,,1,USD,,40.00,40.00,,2024-08-04T07:00:00Z,,2024-08-04T07:00:00Z,pending_start_date,3,membership_transactions,81557,memberships,2919,,membership_instance_events,10621,membership_instance_events,10620,child_product_memberships,15783,locations,48717,users,41283
membership_instances,4858,,,,,81542,"2024-08-06 06:59:59+00:00","2024-07-23 13:45:01+00:00",bill_on_purchase,2024-08-06T06:59:59Z,2024-07-23T07:00:00Z,,,,2024-08-06T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-06,2024-07-23,WK,2024-08-06T06:59:59Z,2,2024-07-23T13:45:00Z,2024-07-23T00:53:57.654926Z,0,1,USD,1,20.00,20.00,,,,2024-07-23T07:00:00Z,active,,membership_transactions,81542,memberships,2951,,membership_instance_events,10617,child_product_memberships,15556,locations,48717,users,41288
membership_instances,4857,,,,,81541,"2024-08-06 06:59:59+00:00","2024-07-23 13:45:01+00:00",bill_on_purchase,2024-08-06T06:59:59Z,2024-07-23T07:00:00Z,,,,2024-08-06T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-06,2024-07-23,WK,2024-08-06T06:59:59Z,2,2024-07-23T13:45:00Z,2024-07-23T00:53:57.135609Z,0,1,USD,1,20.00,20.00,,,,2024-07-23T07:00:00Z,active,,membership_transactions,81541,memberships,2951,,membership_instance_events,10616,child_product_memberships,15556,locations,48717,users,41284
membership_instances,4856,,,,,81471,"2024-07-30 06:59:59+00:00","2024-07-22 21:02:33.770440+00:00",bill_on_purchase,,2024-07-22T07:00:00Z,,,0,,,,0,,,,"Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)",2024-07-30T06:59:59Z,2024-07-30,2024-07-22,WK,2024-07-30T06:59:59Z,1,2024-07-22T21:02:32.770440Z,2024-07-22T21:02:32.770440Z,,1,USD,,40.00,40.00,,,,2024-07-22T07:00:00Z,active,,membership_transactions,81471,memberships,2984,,membership_instance_events,10611,child_product_memberships,15725,locations,48750,users,40555
membership_instances,4855,,,,,81449,"2024-08-08 06:59:59+00:00","2024-08-01 07:00:01+00:00",bill_on_start,,2024-08-01T07:00:00Z,,,0,,,,0,,,2,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)",2024-08-01T07:00:00Z,2024-08-08,2024-08-01,WK,2024-08-08T06:59:59Z,1,2024-08-01T07:00:00Z,2024-07-22T18:37:41.246443Z,,1,USD,,30.00,30.00,,2024-08-01T07:00:00Z,,2024-08-01T07:00:00Z,pending_start_date,2,membership_transactions,81449,memberships,2985,,membership_instance_events,10607,child_product_memberships,15719,locations,48750,users,40264
membership_instances,4854,,,,,81426,"2024-08-15 06:59:59+00:00","2024-08-08 07:00:01+00:00",bill_on_start,,2024-08-08T07:00:00Z,,,0,,,,0,,,,"L1. Pre-Opening VIP Unlimited Membership - Lakewood",2024-08-08T07:00:00Z,2024-08-15,2024-08-08,WK,2024-08-15T06:59:59Z,1,2024-08-08T07:00:00Z,2024-07-22T15:33:17.336538Z,,1,USD,,35.00,35.00,,2024-08-08T07:00:00Z,,2024-08-08T07:00:00Z,pending_start_date,,membership_transactions,81426,memberships,2984,,membership_instance_events,10602,child_product_memberships,15711,locations,48750,users,39467
membership_instances,4853,,,,,81251,"2024-08-21 06:59:59+00:00","2024-07-22 02:34:22.482557+00:00",bill_on_purchase,2024-08-21T06:59:59Z,2024-07-21T07:00:00Z,2024-07-25T22:06:07.199672Z,other,0,2024-08-21T06:59:59Z,,,0,,,10,"Orange | Summer Membership Promo | Gold Package (12 Visits Per Month)",,2024-08-21,2024-07-21,MO,2024-08-21T06:59:59Z,1,2024-07-22T02:34:21.482557Z,2024-07-22T02:34:21.482557Z,0,1,USD,1,139.00,139.00,,,,2024-07-21T07:00:00Z,active,12,membership_transactions,81251,memberships,2985,,membership_instance_events,10971,membership_instance_events,10489,child_product_memberships,15817,locations,48784,users,41277
membership_instances,4852,,,,,81163,"2024-08-05 06:59:59+00:00","2024-07-22 12:45:01+00:00",bill_on_purchase,2024-08-05T06:59:59Z,2024-07-22T07:00:00Z,,,,2024-08-05T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-05,2024-07-22,WK,2024-08-05T06:59:59Z,2,2024-07-22T12:45:00Z,2024-07-21T19:36:43.480329Z,0,1,USD,1,20.00,20.00,,,,2024-07-22T07:00:00Z,active,,membership_transactions,81163,memberships,2951,,membership_instance_events,10486,child_product_memberships,15556,locations,48717,users,40158
membership_instances,4851,,,,,81154,"2024-08-05 06:59:59+00:00","2024-07-23 01:15:01+00:00",bill_on_purchase,2024-08-05T06:59:59Z,2024-07-22T07:00:00Z,,,,2024-08-05T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-05,2024-07-22,WK,2024-08-05T06:59:59Z,2,2024-07-23T01:15:00Z,2024-07-21T19:31:07.386416Z,0,1,USD,1,20.00,20.00,,,,2024-07-22T07:00:00Z,active,,membership_transactions,81154,memberships,2951,,membership_instance_events,10485,child_product_memberships,15556,locations,48717,users,41283
membership_instances,4850,,,,,81150,"2024-07-29 06:59:59+00:00","2024-07-21 18:36:29.894204+00:00",bill_on_purchase,,2024-07-21T07:00:00Z,,,0,,,,0,,,0,"Lakewood/Orange | Starter Package - 1x a Week - 6 Month Contract (Grand Opening)",2024-07-29T06:59:59Z,2024-07-29,2024-07-21,WK,2024-07-29T06:59:59Z,1,2024-07-21T18:36:28.894204Z,2024-07-21T18:36:28.894204Z,,1,USD,,20.00,20.00,,,,2024-07-21T07:00:00Z,active,1,membership_transactions,81150,memberships,2985,,membership_instance_events,10484,child_product_memberships,15717,locations,48784,users,41127
membership_instances,4849,,,,,81135,"2024-08-05 06:59:59+00:00","2024-07-22 13:45:01+00:00",bill_on_purchase,2024-08-05T06:59:59Z,2024-07-22T07:00:00Z,,,,2024-08-05T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-05,2024-07-22,WK,2024-08-05T06:59:59Z,2,2024-07-22T13:45:00Z,2024-07-21T17:30:31.843619Z,0,1,USD,1,20.00,20.00,,,,2024-07-22T07:00:00Z,active,,membership_transactions,81135,memberships,2951,,membership_instance_events,10480,child_product_memberships,15556,locations,48717,users,41280
membership_instances,4848,,,,,80992,"2024-08-04 06:59:59+00:00","2024-07-21 16:15:01+00:00",bill_on_purchase,2024-08-04T06:59:59Z,2024-07-21T07:00:00Z,,,,2024-08-04T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-04,2024-07-21,WK,2024-08-04T06:59:59Z,2,2024-07-21T16:15:00Z,2024-07-21T03:13:08.637717Z,0,1,USD,1,20.00,20.00,,,,2024-07-21T07:00:00Z,active,,membership_transactions,80992,memberships,2951,,membership_instance_events,10373,child_product_memberships,15556,locations,48717,users,41282
membership_instances,4847,,,,,80991,"2024-07-28 06:59:59+00:00","2024-07-21 15:00:01+00:00",bill_on_purchase,2024-07-28T06:59:59Z,2024-07-21T07:00:00Z,,,,2024-07-28T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 1 Week Trial for $10",,2024-07-28,2024-07-21,WK,2024-07-28T06:59:59Z,1,2024-07-21T15:00:00Z,2024-07-21T02:11:47.712028Z,0,1,USD,1,10.00,10.00,,,,2024-07-21T07:00:00Z,done,,,memberships,2951,,membership_instance_events,10372,child_product_memberships,15668,locations,48750,users,41281
membership_instances,4846,,,,,80960,"2024-08-05 06:59:59+00:00","2024-07-23 01:00:01+00:00",bill_on_purchase,2024-08-05T06:59:59Z,2024-07-22T07:00:00Z,,,,2024-08-05T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-05,2024-07-22,WK,2024-08-05T06:59:59Z,2,2024-07-23T01:00:00Z,2024-07-20T20:44:17.347293Z,0,1,USD,1,20.00,20.00,,,,2024-07-22T07:00:00Z,active,,membership_transactions,80960,memberships,2951,,membership_instance_events,10371,child_product_memberships,15556,locations,48717,users,41278
membership_instances,4845,,,,,80958,"2024-08-05 06:59:59+00:00","2024-07-23 01:00:01+00:00",bill_on_purchase,2024-08-05T06:59:59Z,2024-07-22T07:00:00Z,,,,2024-08-05T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-05,2024-07-22,WK,2024-08-05T06:59:59Z,2,2024-07-23T01:00:00Z,2024-07-20T20:38:19.442451Z,0,1,USD,1,20.00,20.00,,,,2024-07-22T07:00:00Z,active,,membership_transactions,80958,memberships,2951,,membership_instance_events,10370,child_product_memberships,15556,locations,48717,users,41279
membership_instances,4844,,,,,80939,"2024-08-07 06:59:59+00:00","2024-07-24 16:30:01+00:00",bill_on_purchase,2024-08-07T06:59:59Z,2024-07-24T07:00:00Z,,,,2024-08-07T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-07,2024-07-24,WK,2024-08-07T06:59:59Z,2,2024-07-24T16:30:00Z,2024-07-20T17:13:26.234032Z,0,1,USD,1,20.00,20.00,,,,2024-07-24T07:00:00Z,active,,membership_transactions,80939,memberships,2951,,membership_instance_events,10369,child_product_memberships,15556,locations,48717,users,41276
membership_instances,4843,,,,,80913,"2024-07-24 17:51:20.738801+00:00","2024-07-20 13:58:43.814706+00:00",bill_on_purchase,2024-07-25T06:59:59Z,2024-07-20T07:00:00Z,2024-07-24T17:51:20.738801Z,cost,0,2024-07-25T06:59:59Z,,,0,,,1,"Torrance | Club Package - 6 Month Contract (Early Signup Special)",,2024-07-24,2024-07-20,WK,2024-07-24T17:51:20.738801Z,1,2024-07-20T13:58:42.814706Z,2024-07-20T13:58:42.814706Z,0,1,USD,1,32.00,32.00,,,,2024-07-20T07:00:00Z,terminated,2,,memberships,2919,,membership_instance_events,10846,membership_instance_events,10365,child_product_memberships,15781,locations,48717,users,35160
membership_instances,4842,,,,,80912,,,bill_on_purchase,,,,,,,,,0,,,,"Torrance/Lakewood/Orange | 1 Week Free Trial",,,,WK,,1,,2024-07-20T13:57:05.026789Z,0,1,USD,1,0.00,0.00,,,,,pending_customer_activation,,membership_transactions,80912,memberships,2951,,membership_instance_events,10364,child_product_memberships,15826,locations,48717,users,41263
membership_instances,4841,,,,,80770,"2024-08-04 06:59:59+00:00","2024-07-21 16:15:01+00:00",bill_on_purchase,2024-08-04T06:59:59Z,2024-07-21T07:00:00Z,,,,2024-08-04T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-04,2024-07-21,WK,2024-08-04T06:59:59Z,2,2024-07-21T16:15:00Z,2024-07-20T02:55:58.371217Z,0,1,USD,1,20.00,20.00,,,,2024-07-21T07:00:00Z,active,,membership_transactions,80770,memberships,2951,,membership_instance_events,10269,child_product_memberships,15556,locations,48717,users,41222
membership_instances,4840,,,,,80767,"2024-08-03 06:59:59+00:00","2024-07-20 15:00:01+00:00",bill_on_purchase,2024-08-03T06:59:59Z,2024-07-20T07:00:00Z,,,,2024-08-03T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-03,2024-07-20,WK,2024-08-03T06:59:59Z,2,2024-07-20T15:00:00Z,2024-07-20T02:19:24.228269Z,0,1,USD,1,20.00,20.00,,,,2024-07-20T07:00:00Z,active,,membership_transactions,80767,memberships,2951,,membership_instance_events,10268,child_product_memberships,15556,locations,48750,users,41274
membership_instances,4839,,,,,80713,"2024-08-19 06:59:59+00:00","2024-07-19 17:07:55.532222+00:00",bill_on_purchase,,2024-07-19T07:00:00Z,,,0,,,,0,,,6,"Orange | Summer Membership Promo | Gold Package (12 Visits Per Month)",2024-08-19T06:59:59Z,2024-08-19,2024-07-19,MO,2024-08-19T06:59:59Z,1,2024-07-19T17:07:54.532222Z,2024-07-19T17:07:54.532222Z,,1,USD,,139.00,139.00,,,,2024-07-19T07:00:00Z,active,12,membership_transactions,80713,memberships,2985,,membership_instance_events,10257,child_product_memberships,15817,locations,48784,users,40380
membership_instances,4838,,,,,80440,"2024-08-01 06:59:59+00:00","2024-07-19 01:15:01+00:00",bill_on_purchase,2024-08-01T06:59:59Z,2024-07-18T07:00:00Z,,,,2024-08-01T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-01,2024-07-18,WK,2024-08-01T06:59:59Z,2,2024-07-19T01:15:00Z,2024-07-19T01:11:21.981037Z,0,1,USD,1,20.00,20.00,,,,2024-07-18T07:00:00Z,active,,membership_transactions,80440,memberships,2951,,membership_instance_events,10063,child_product_memberships,15556,locations,48750,users,41273
membership_instances,4837,,,,,80422,"2024-08-01 06:59:59+00:00","2024-07-19 01:15:01+00:00",bill_on_purchase,2024-08-01T06:59:59Z,2024-07-18T07:00:00Z,,,,2024-08-01T06:59:59Z,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,2024-08-01,2024-07-18,WK,2024-08-01T06:59:59Z,2,2024-07-19T01:15:00Z,2024-07-18T23:56:46.623415Z,0,1,USD,1,20.00,20.00,,,,2024-07-18T07:00:00Z,active,,membership_transactions,80422,memberships,2951,,membership_instance_events,10061,child_product_memberships,15556,locations,48717,users,41272
membership_instances,4836,,,,,80368,"2024-08-25 06:59:59+00:00","2024-07-18 19:44:05.302387+00:00",bill_on_purchase,,2024-07-18T07:00:00Z,,,0,,2024-08-17T07:00:00Z,2024-08-24T07:00:00Z,0,,,5,"Torrance | Summer Membership Promo | Club Package (8 Visits Per Month)",2024-08-25T06:59:59Z,2024-08-25,2024-07-18,MO,2024-08-25T06:59:59Z,1,2024-07-18T19:44:04.302387Z,2024-07-18T19:44:04.302387Z,,1,USD,,159.00,159.00,,,,2024-07-18T07:00:00Z,active,8,membership_transactions,80368,memberships,2919,membership_freezes,542,membership_instance_events,10053,membership_instance_events,10052,membership_instance_events,10051,child_product_memberships,15811,locations,48717,users,41165
membership_instances,4835,,,,,80367,"2024-08-25 06:59:59+00:00","2024-07-18 19:35:38.403215+00:00",bill_on_purchase,,2024-07-18T07:00:00Z,,,0,,2024-08-17T07:00:00Z,2024-08-24T07:00:00Z,0,,,5,"Torrance | Summer Membership Promo | Club Package (8 Visits Per Month)",2024-08-25T06:59:59Z,2024-08-25,2024-07-18,MO,2024-08-25T06:59:59Z,1,2024-07-18T19:35:37.403215Z,2024-07-18T19:35:37.403215Z,,1,USD,,159.00,159.00,,,,2024-07-18T07:00:00Z,active,8,membership_transactions,80367,memberships,2919,membership_freezes,541,membership_instance_events,10050,membership_instance_events,10049,membership_instance_events,10048,child_product_memberships,15811,locations,48717,users,40464
membership_instances,4834,,,,,80362,,,bill_on_purchase,,,,,,,,,0,,,,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass",,,,WK,,2,,2024-07-18T18:06:54.808390Z,0,1,USD,1,20.00,20.00,,,,,pending_customer_activation,,membership_transactions,80362,memberships,2951,,membership_instance_events,10047,child_product_memberships,15556,locations,48750,users,41270
